"TimeGenerated","Computer","EventID","Account","LogonType","IpAddress","IpPort","TargetUserName","TargetDomainName","Status","SubStatus","FailureReason","ProcessName","ShareName","RelativeTargetName","AccessMask"
"2025-11-02T21:10:11.9467828Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:11.8314004Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51263","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:11.831345Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:11.8312535Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:10.4723481Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51262","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:10.4723083Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:10.472243Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:10.4023429Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51261","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:10.4022899Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:10.4022056Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:10.3269419Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51260","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:10.3269018Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:10.3268398Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:10.217838Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51259","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:10.2177843Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:10.2176867Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:08.8594752Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51258","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:08.8594347Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:08.8593673Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:08.7892994Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51257","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:08.7892383Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:08.7891503Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:08.7111997Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51256","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:08.7111621Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:08.7110986Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
